image_id,image_path,label_path,year,width,height,resolution,n_objects,has_milco,has_nombo,image_category
0332_2010,data\raw\2010\2010\0332_2010.jpg,data\raw\2010\2010\0332_2010.txt,2010,416,416,416x416,0,False,False,empty
0543_2018,data\raw\2018\2018\0543_2018.jpg,data\raw\2018\2018\0543_2018.txt,2018,416,416,416x416,0,False,False,empty
0301_2010,data\raw\2010\2010\0301_2010.jpg,data\raw\2010\2010\0301_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0171_2010,data\raw\2010\2010\0171_2010.jpg,data\raw\2010\2010\0171_2010.txt,2010,416,416,416x416,0,False,False,empty
0244_2010,data\raw\2010\2010\0244_2010.jpg,data\raw\2010\2010\0244_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0025_2015,data\raw\2015\2015\0025_2015.jpg,data\raw\2015\2015\0025_2015.txt,2015,416,416,416x416,3,True,True,mixed
0072_2015,data\raw\2015\2015\0072_2015.jpg,data\raw\2015\2015\0072_2015.txt,2015,416,416,416x416,4,False,True,nombo_only
0558_2018,data\raw\2018\2018\0558_2018.jpg,data\raw\2018\2018\0558_2018.txt,2018,416,416,416x416,0,False,False,empty
0198_2018,data\raw\2018\2018\0198_2018.jpg,data\raw\2018\2018\0198_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0111_2010,data\raw\2010\2010\0111_2010.jpg,data\raw\2010\2010\0111_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0102_2018,data\raw\2018\2018\0102_2018.jpg,data\raw\2018\2018\0102_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0165_2018,data\raw\2018\2018\0165_2018.jpg,data\raw\2018\2018\0165_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0433_2018,data\raw\2018\2018\0433_2018.jpg,data\raw\2018\2018\0433_2018.txt,2018,416,416,416x416,0,False,False,empty
0027_2015,data\raw\2015\2015\0027_2015.jpg,data\raw\2015\2015\0027_2015.txt,2015,416,416,416x416,3,True,True,mixed
0169_2018,data\raw\2018\2018\0169_2018.jpg,data\raw\2018\2018\0169_2018.txt,2018,416,416,416x416,0,False,False,empty
0335_2010,data\raw\2010\2010\0335_2010.jpg,data\raw\2010\2010\0335_2010.txt,2010,416,416,416x416,0,False,False,empty
0214_2018,data\raw\2018\2018\0214_2018.jpg,data\raw\2018\2018\0214_2018.txt,2018,416,416,416x416,0,False,False,empty
0213_2018,data\raw\2018\2018\0213_2018.jpg,data\raw\2018\2018\0213_2018.txt,2018,1024,1024,1024x1024,1,True,False,milco_only
0050_2010,data\raw\2010\2010\0050_2010.jpg,data\raw\2010\2010\0050_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0064_2018,data\raw\2018\2018\0064_2018.jpg,data\raw\2018\2018\0064_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0103_2015,data\raw\2015\2015\0103_2015.jpg,data\raw\2015\2015\0103_2015.txt,2015,416,416,416x416,1,True,False,milco_only
0196_2010,data\raw\2010\2010\0196_2010.jpg,data\raw\2010\2010\0196_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0050_2017,data\raw\2017\2017\0050_2017.jpg,data\raw\2017\2017\0050_2017.txt,2017,1024,1024,1024x1024,0,False,False,empty
0369_2018,data\raw\2018\2018\0369_2018.jpg,data\raw\2018\2018\0369_2018.txt,2018,1024,1024,1024x1024,1,True,False,milco_only
0046_2015,data\raw\2015\2015\0046_2015.jpg,data\raw\2015\2015\0046_2015.txt,2015,1024,1024,1024x1024,1,True,False,milco_only
0009_2010,data\raw\2010\2010\0009_2010.jpg,data\raw\2010\2010\0009_2010.txt,2010,416,416,416x416,0,False,False,empty
0036_2018,data\raw\2018\2018\0036_2018.jpg,data\raw\2018\2018\0036_2018.txt,2018,1024,1024,1024x1024,1,True,False,milco_only
0387_2018,data\raw\2018\2018\0387_2018.jpg,data\raw\2018\2018\0387_2018.txt,2018,1024,1024,1024x1024,1,True,False,milco_only
0315_2018,data\raw\2018\2018\0315_2018.jpg,data\raw\2018\2018\0315_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0114_2018,data\raw\2018\2018\0114_2018.jpg,data\raw\2018\2018\0114_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0014_2015,data\raw\2015\2015\0014_2015.jpg,data\raw\2015\2015\0014_2015.txt,2015,416,416,416x416,5,True,True,mixed
0553_2018,data\raw\2018\2018\0553_2018.jpg,data\raw\2018\2018\0553_2018.txt,2018,416,416,416x416,0,False,False,empty
0109_2015,data\raw\2015\2015\0109_2015.jpg,data\raw\2015\2015\0109_2015.txt,2015,1024,1024,1024x1024,0,False,False,empty
0379_2018,data\raw\2018\2018\0379_2018.jpg,data\raw\2018\2018\0379_2018.txt,2018,416,416,416x416,1,True,False,milco_only
0067_2018,data\raw\2018\2018\0067_2018.jpg,data\raw\2018\2018\0067_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0197_2010,data\raw\2010\2010\0197_2010.jpg,data\raw\2010\2010\0197_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0119_2010,data\raw\2010\2010\0119_2010.jpg,data\raw\2010\2010\0119_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0129_2010,data\raw\2010\2010\0129_2010.jpg,data\raw\2010\2010\0129_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0122_2018,data\raw\2018\2018\0122_2018.jpg,data\raw\2018\2018\0122_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0415_2018,data\raw\2018\2018\0415_2018.jpg,data\raw\2018\2018\0415_2018.txt,2018,416,416,416x416,1,False,True,nombo_only
0099_2015,data\raw\2015\2015\0099_2015.jpg,data\raw\2015\2015\0099_2015.txt,2015,1024,1024,1024x1024,1,True,False,milco_only
0101_2018,data\raw\2018\2018\0101_2018.jpg,data\raw\2018\2018\0101_2018.txt,2018,416,416,416x416,0,False,False,empty
0243_2018,data\raw\2018\2018\0243_2018.jpg,data\raw\2018\2018\0243_2018.txt,2018,416,416,416x416,0,False,False,empty
0135_2010,data\raw\2010\2010\0135_2010.jpg,data\raw\2010\2010\0135_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0023_2015,data\raw\2015\2015\0023_2015.jpg,data\raw\2015\2015\0023_2015.txt,2015,1024,1024,1024x1024,1,True,False,milco_only
0046_2018,data\raw\2018\2018\0046_2018.jpg,data\raw\2018\2018\0046_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0070_2010,data\raw\2010\2010\0070_2010.jpg,data\raw\2010\2010\0070_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0073_2010,data\raw\2010\2010\0073_2010.jpg,data\raw\2010\2010\0073_2010.txt,2010,416,416,416x416,0,False,False,empty
0070_2017,data\raw\2017\2017\0070_2017.jpg,data\raw\2017\2017\0070_2017.txt,2017,1024,1024,1024x1024,0,False,False,empty
0292_2018,data\raw\2018\2018\0292_2018.jpg,data\raw\2018\2018\0292_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0233_2010,data\raw\2010\2010\0233_2010.jpg,data\raw\2010\2010\0233_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0320_2018,data\raw\2018\2018\0320_2018.jpg,data\raw\2018\2018\0320_2018.txt,2018,416,416,416x416,1,False,True,nombo_only
0007_2021,data\raw\2021\2021\0007_2021.jpg,data\raw\2021\2021\0007_2021.txt,2021,416,416,416x416,2,True,False,milco_only
0400_2018,data\raw\2018\2018\0400_2018.jpg,data\raw\2018\2018\0400_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0164_2018,data\raw\2018\2018\0164_2018.jpg,data\raw\2018\2018\0164_2018.txt,2018,416,416,416x416,0,False,False,empty
0017_2010,data\raw\2010\2010\0017_2010.jpg,data\raw\2010\2010\0017_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0018_2017,data\raw\2017\2017\0018_2017.jpg,data\raw\2017\2017\0018_2017.txt,2017,416,416,416x416,0,False,False,empty
0124_2018,data\raw\2018\2018\0124_2018.jpg,data\raw\2018\2018\0124_2018.txt,2018,416,416,416x416,0,False,False,empty
0055_2010,data\raw\2010\2010\0055_2010.jpg,data\raw\2010\2010\0055_2010.txt,2010,416,416,416x416,0,False,False,empty
0494_2018,data\raw\2018\2018\0494_2018.jpg,data\raw\2018\2018\0494_2018.txt,2018,416,416,416x416,0,False,False,empty
0534_2018,data\raw\2018\2018\0534_2018.jpg,data\raw\2018\2018\0534_2018.txt,2018,416,416,416x416,0,False,False,empty
0018_2015,data\raw\2015\2015\0018_2015.jpg,data\raw\2015\2015\0018_2015.txt,2015,416,416,416x416,3,True,True,mixed
0040_2017,data\raw\2017\2017\0040_2017.jpg,data\raw\2017\2017\0040_2017.txt,2017,1024,1024,1024x1024,2,True,False,milco_only
0506_2018,data\raw\2018\2018\0506_2018.jpg,data\raw\2018\2018\0506_2018.txt,2018,416,416,416x416,0,False,False,empty
0390_2018,data\raw\2018\2018\0390_2018.jpg,data\raw\2018\2018\0390_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0097_2018,data\raw\2018\2018\0097_2018.jpg,data\raw\2018\2018\0097_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0271_2018,data\raw\2018\2018\0271_2018.jpg,data\raw\2018\2018\0271_2018.txt,2018,416,416,416x416,0,False,False,empty
0490_2018,data\raw\2018\2018\0490_2018.jpg,data\raw\2018\2018\0490_2018.txt,2018,416,416,416x416,0,False,False,empty
0516_2018,data\raw\2018\2018\0516_2018.jpg,data\raw\2018\2018\0516_2018.txt,2018,416,416,416x416,0,False,False,empty
0555_2018,data\raw\2018\2018\0555_2018.jpg,data\raw\2018\2018\0555_2018.txt,2018,416,416,416x416,0,False,False,empty
0439_2018,data\raw\2018\2018\0439_2018.jpg,data\raw\2018\2018\0439_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0504_2018,data\raw\2018\2018\0504_2018.jpg,data\raw\2018\2018\0504_2018.txt,2018,416,416,416x416,0,False,False,empty
0157_2010,data\raw\2010\2010\0157_2010.jpg,data\raw\2010\2010\0157_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0345_2018,data\raw\2018\2018\0345_2018.jpg,data\raw\2018\2018\0345_2018.txt,2018,416,416,416x416,2,True,True,mixed
0417_2018,data\raw\2018\2018\0417_2018.jpg,data\raw\2018\2018\0417_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0031_2018,data\raw\2018\2018\0031_2018.jpg,data\raw\2018\2018\0031_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0344_2018,data\raw\2018\2018\0344_2018.jpg,data\raw\2018\2018\0344_2018.txt,2018,1024,1024,1024x1024,2,True,True,mixed
0011_2021,data\raw\2021\2021\0011_2021.jpg,data\raw\2021\2021\0011_2021.txt,2021,416,416,416x416,3,True,False,milco_only
0249_2018,data\raw\2018\2018\0249_2018.jpg,data\raw\2018\2018\0249_2018.txt,2018,416,416,416x416,0,False,False,empty
0038_2021,data\raw\2021\2021\0038_2021.jpg,data\raw\2021\2021\0038_2021.txt,2021,416,416,416x416,0,False,False,empty
0319_2010,data\raw\2010\2010\0319_2010.jpg,data\raw\2010\2010\0319_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0002_2018,data\raw\2018\2018\0002_2018.jpg,data\raw\2018\2018\0002_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0015_2021,data\raw\2021\2021\0015_2021.jpg,data\raw\2021\2021\0015_2021.txt,2021,416,416,416x416,1,True,False,milco_only
0287_2010,data\raw\2010\2010\0287_2010.jpg,data\raw\2010\2010\0287_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0017_2021,data\raw\2021\2021\0017_2021.jpg,data\raw\2021\2021\0017_2021.txt,2021,416,416,416x416,0,False,False,empty
0148_2018,data\raw\2018\2018\0148_2018.jpg,data\raw\2018\2018\0148_2018.txt,2018,1024,1024,1024x1024,1,True,False,milco_only
0089_2015,data\raw\2015\2015\0089_2015.jpg,data\raw\2015\2015\0089_2015.txt,2015,1024,1024,1024x1024,3,True,True,mixed
0348_2018,data\raw\2018\2018\0348_2018.jpg,data\raw\2018\2018\0348_2018.txt,2018,416,416,416x416,0,False,False,empty
0228_2018,data\raw\2018\2018\0228_2018.jpg,data\raw\2018\2018\0228_2018.txt,2018,416,416,416x416,0,False,False,empty
0269_2010,data\raw\2010\2010\0269_2010.jpg,data\raw\2010\2010\0269_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0324_2010,data\raw\2010\2010\0324_2010.jpg,data\raw\2010\2010\0324_2010.txt,2010,1024,1024,1024x1024,2,True,True,mixed
0108_2010,data\raw\2010\2010\0108_2010.jpg,data\raw\2010\2010\0108_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0052_2010,data\raw\2010\2010\0052_2010.jpg,data\raw\2010\2010\0052_2010.txt,2010,416,416,416x416,0,False,False,empty
0014_2017,data\raw\2017\2017\0014_2017.jpg,data\raw\2017\2017\0014_2017.txt,2017,416,416,416x416,2,True,False,milco_only
0159_2010,data\raw\2010\2010\0159_2010.jpg,data\raw\2010\2010\0159_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0068_2017,data\raw\2017\2017\0068_2017.jpg,data\raw\2017\2017\0068_2017.txt,2017,1024,1024,1024x1024,0,False,False,empty
0037_2021,data\raw\2021\2021\0037_2021.jpg,data\raw\2021\2021\0037_2021.txt,2021,416,416,416x416,4,True,False,milco_only
0056_2017,data\raw\2017\2017\0056_2017.jpg,data\raw\2017\2017\0056_2017.txt,2017,1024,1024,1024x1024,0,False,False,empty
0267_2018,data\raw\2018\2018\0267_2018.jpg,data\raw\2018\2018\0267_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0225_2018,data\raw\2018\2018\0225_2018.jpg,data\raw\2018\2018\0225_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0406_2018,data\raw\2018\2018\0406_2018.jpg,data\raw\2018\2018\0406_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0001_2015,data\raw\2015\2015\0001_2015.jpg,data\raw\2015\2015\0001_2015.txt,2015,1024,1024,1024x1024,6,True,True,mixed
0219_2018,data\raw\2018\2018\0219_2018.jpg,data\raw\2018\2018\0219_2018.txt,2018,416,416,416x416,0,False,False,empty
0184_2010,data\raw\2010\2010\0184_2010.jpg,data\raw\2010\2010\0184_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0502_2018,data\raw\2018\2018\0502_2018.jpg,data\raw\2018\2018\0502_2018.txt,2018,416,416,416x416,0,False,False,empty
0117_2010,data\raw\2010\2010\0117_2010.jpg,data\raw\2010\2010\0117_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0242_2018,data\raw\2018\2018\0242_2018.jpg,data\raw\2018\2018\0242_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0302_2010,data\raw\2010\2010\0302_2010.jpg,data\raw\2010\2010\0302_2010.txt,2010,1024,1024,1024x1024,1,True,False,milco_only
0172_2010,data\raw\2010\2010\0172_2010.jpg,data\raw\2010\2010\0172_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0107_2010,data\raw\2010\2010\0107_2010.jpg,data\raw\2010\2010\0107_2010.txt,2010,416,416,416x416,0,False,False,empty
0148_2010,data\raw\2010\2010\0148_2010.jpg,data\raw\2010\2010\0148_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0104_2010,data\raw\2010\2010\0104_2010.jpg,data\raw\2010\2010\0104_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0053_2018,data\raw\2018\2018\0053_2018.jpg,data\raw\2018\2018\0053_2018.txt,2018,416,416,416x416,0,False,False,empty
0463_2018,data\raw\2018\2018\0463_2018.jpg,data\raw\2018\2018\0463_2018.txt,2018,416,416,416x416,2,False,True,nombo_only
0329_2018,data\raw\2018\2018\0329_2018.jpg,data\raw\2018\2018\0329_2018.txt,2018,416,416,416x416,1,True,False,milco_only
0021_2018,data\raw\2018\2018\0021_2018.jpg,data\raw\2018\2018\0021_2018.txt,2018,1024,1024,1024x1024,1,True,False,milco_only
0394_2018,data\raw\2018\2018\0394_2018.jpg,data\raw\2018\2018\0394_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0098_2018,data\raw\2018\2018\0098_2018.jpg,data\raw\2018\2018\0098_2018.txt,2018,416,416,416x416,0,False,False,empty
0081_2010,data\raw\2010\2010\0081_2010.jpg,data\raw\2010\2010\0081_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0055_2017,data\raw\2017\2017\0055_2017.jpg,data\raw\2017\2017\0055_2017.txt,2017,416,416,416x416,0,False,False,empty
0392_2018,data\raw\2018\2018\0392_2018.jpg,data\raw\2018\2018\0392_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0104_2015,data\raw\2015\2015\0104_2015.jpg,data\raw\2015\2015\0104_2015.txt,2015,416,416,416x416,3,True,True,mixed
0508_2018,data\raw\2018\2018\0508_2018.jpg,data\raw\2018\2018\0508_2018.txt,2018,416,416,416x416,0,False,False,empty
0059_2017,data\raw\2017\2017\0059_2017.jpg,data\raw\2017\2017\0059_2017.txt,2017,1024,1024,1024x1024,0,False,False,empty
0112_2015,data\raw\2015\2015\0112_2015.jpg,data\raw\2015\2015\0112_2015.txt,2015,1024,1024,1024x1024,4,True,False,milco_only
0427_2018,data\raw\2018\2018\0427_2018.jpg,data\raw\2018\2018\0427_2018.txt,2018,1024,1024,1024x1024,1,False,True,nombo_only
0308_2018,data\raw\2018\2018\0308_2018.jpg,data\raw\2018\2018\0308_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0265_2010,data\raw\2010\2010\0265_2010.jpg,data\raw\2010\2010\0265_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0072_2010,data\raw\2010\2010\0072_2010.jpg,data\raw\2010\2010\0072_2010.txt,2010,416,416,416x416,0,False,False,empty
0103_2018,data\raw\2018\2018\0103_2018.jpg,data\raw\2018\2018\0103_2018.txt,2018,416,416,416x416,0,False,False,empty
0174_2018,data\raw\2018\2018\0174_2018.jpg,data\raw\2018\2018\0174_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0405_2018,data\raw\2018\2018\0405_2018.jpg,data\raw\2018\2018\0405_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0022_2017,data\raw\2017\2017\0022_2017.jpg,data\raw\2017\2017\0022_2017.txt,2017,1024,1024,1024x1024,0,False,False,empty
0049_2010,data\raw\2010\2010\0049_2010.jpg,data\raw\2010\2010\0049_2010.txt,2010,416,416,416x416,0,False,False,empty
0359_2018,data\raw\2018\2018\0359_2018.jpg,data\raw\2018\2018\0359_2018.txt,2018,416,416,416x416,3,True,False,milco_only
0227_2018,data\raw\2018\2018\0227_2018.jpg,data\raw\2018\2018\0227_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0058_2010,data\raw\2010\2010\0058_2010.jpg,data\raw\2010\2010\0058_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0012_2018,data\raw\2018\2018\0012_2018.jpg,data\raw\2018\2018\0012_2018.txt,2018,416,416,416x416,0,False,False,empty
0395_2018,data\raw\2018\2018\0395_2018.jpg,data\raw\2018\2018\0395_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0029_2017,data\raw\2017\2017\0029_2017.jpg,data\raw\2017\2017\0029_2017.txt,2017,1024,1024,1024x1024,0,False,False,empty
0076_2010,data\raw\2010\2010\0076_2010.jpg,data\raw\2010\2010\0076_2010.txt,2010,416,416,416x416,0,False,False,empty
0310_2010,data\raw\2010\2010\0310_2010.jpg,data\raw\2010\2010\0310_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0132_2018,data\raw\2018\2018\0132_2018.jpg,data\raw\2018\2018\0132_2018.txt,2018,416,416,416x416,1,True,False,milco_only
0129_2018,data\raw\2018\2018\0129_2018.jpg,data\raw\2018\2018\0129_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0030_2017,data\raw\2017\2017\0030_2017.jpg,data\raw\2017\2017\0030_2017.txt,2017,416,416,416x416,0,False,False,empty
0064_2010,data\raw\2010\2010\0064_2010.jpg,data\raw\2010\2010\0064_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0039_2018,data\raw\2018\2018\0039_2018.jpg,data\raw\2018\2018\0039_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0227_2010,data\raw\2010\2010\0227_2010.jpg,data\raw\2010\2010\0227_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0389_2018,data\raw\2018\2018\0389_2018.jpg,data\raw\2018\2018\0389_2018.txt,2018,1024,1024,1024x1024,1,True,False,milco_only
0537_2018,data\raw\2018\2018\0537_2018.jpg,data\raw\2018\2018\0537_2018.txt,2018,416,416,416x416,0,False,False,empty
0010_2017,data\raw\2017\2017\0010_2017.jpg,data\raw\2017\2017\0010_2017.txt,2017,416,416,416x416,3,True,False,milco_only
0091_2017,data\raw\2017\2017\0091_2017.jpg,data\raw\2017\2017\0091_2017.txt,2017,416,416,416x416,0,False,False,empty
0066_2017,data\raw\2017\2017\0066_2017.jpg,data\raw\2017\2017\0066_2017.txt,2017,416,416,416x416,1,False,True,nombo_only
0295_2018,data\raw\2018\2018\0295_2018.jpg,data\raw\2018\2018\0295_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
0034_2010,data\raw\2010\2010\0034_2010.jpg,data\raw\2010\2010\0034_2010.txt,2010,416,416,416x416,0,False,False,empty
0052_2017,data\raw\2017\2017\0052_2017.jpg,data\raw\2017\2017\0052_2017.txt,2017,416,416,416x416,0,False,False,empty
0130_2010,data\raw\2010\2010\0130_2010.jpg,data\raw\2010\2010\0130_2010.txt,2010,416,416,416x416,0,False,False,empty
0316_2010,data\raw\2010\2010\0316_2010.jpg,data\raw\2010\2010\0316_2010.txt,2010,416,416,416x416,2,True,True,mixed
0037_2018,data\raw\2018\2018\0037_2018.jpg,data\raw\2018\2018\0037_2018.txt,2018,416,416,416x416,1,True,False,milco_only
0017_2017,data\raw\2017\2017\0017_2017.jpg,data\raw\2017\2017\0017_2017.txt,2017,1024,1024,1024x1024,0,False,False,empty
0082_2015,data\raw\2015\2015\0082_2015.jpg,data\raw\2015\2015\0082_2015.txt,2015,416,416,416x416,3,True,False,milco_only
0083_2010,data\raw\2010\2010\0083_2010.jpg,data\raw\2010\2010\0083_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0221_2010,data\raw\2010\2010\0221_2010.jpg,data\raw\2010\2010\0221_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0101_2010,data\raw\2010\2010\0101_2010.jpg,data\raw\2010\2010\0101_2010.txt,2010,416,416,416x416,0,False,False,empty
0149_2010,data\raw\2010\2010\0149_2010.jpg,data\raw\2010\2010\0149_2010.txt,2010,1024,1024,1024x1024,0,False,False,empty
0055_2015,data\raw\2015\2015\0055_2015.jpg,data\raw\2015\2015\0055_2015.txt,2015,1024,1024,1024x1024,13,True,True,mixed
0184_2018,data\raw\2018\2018\0184_2018.jpg,data\raw\2018\2018\0184_2018.txt,2018,1024,1024,1024x1024,0,False,False,empty
